list_order,code,market,fund_name,latest_updated_prospectus_date,latest_prospectus_any_date,latest_product_summary_date,pcf_asof,pcf_rows,pcf_cash_flag,pcf_has_159900,prospectus_basis,creation_buy_deadline,redemption_sell_deadline,subscription_cash_substitution_mode,subscription_cash_substitution_settlement_time,subscription_fund_units_settlement_time,subscription_fund_units_available_time,cash_difference_announcement_time,cash_difference_clearing_time,cash_difference_settlement_time,subscription_cash_substitution_refund_time,redemption_fund_units_settlement_time,redemption_cash_substitution_mode,redemption_cash_substitution_arrival_time,rtgs_subscription,rtgs_basis,rtgs_note,same_day_netting_manager,same_day_netting_evidence,cash_difference_schedule,creation_cash_sub_schedule,redemption_cash_sub_schedule,overall_status,evidence_url,prospectus_file,prospectus_text_file,open_question
95,513630,SH,摩根标普港股通低波红利ETF,2025-11-24,2025-11-24,2026-01-21,2026-09-09,50,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日收市后,T 日收市后,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日,T+2 日,T 日后的五个工作日内,T 日收市后,招募书未直接说明,T 日后的第三个港股通交易日后的两个工作日内,PASS,applicable_SH_cross_border_rule,招募书未直接出现 RTGS；按适用的交易所/中国结算跨境 ETF 规则，日间 RTGS 交收，按项目口径 PASS,PENDING,not_found,T+1清算；T+2交收,T 日后的五个工作日内， 基金管理人将应退款或补款与相关申购赎回代理机构办理交收,T 日无交易的，取最近交易日的收盘价,PENDING,"https://fund.eastmoney.com/gonggao/513630,AN202511221785789214.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513630/513630_更新招募说明书_20251124.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513630/513630_更新招募说明书_20251124.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单；招募书未直接写 RTGS，保留适用规则来源
96,520850,SH,易方达中证港股通医疗主题ETF,,2025-12-09,2026-08-11,2026-09-09,49,必须,NO,initial_only,T日内,T日内,招募书未直接说明,T 日,T 日,T日（T日日间完成 RTGS）；T+1日（T日日终逐笔全额非担保交收）,T+1日,T+1 日内,T+3 日内,T 日后的三个港股通交易日内,T 日收市后,代收代付,自有效赎回申请之日起 7 个工作日内,PASS,fund_document,息泄露的风险等。 7、根据本基金现行适用的清算交收和申赎处理规则，投资者当日申购的基金份额， 清算交收完成后方可卖出和赎回，即 T 日申购的基金份额且日间完成 RTGS（实时逐笔全额结算）交收，T 日可卖出和赎回，而 T 日申购的基金份额且日终完成逐笔全额非担保交收， T+1 日方可卖出和赎回；T 日买入的基金份额，T 日可以赎回或卖出。 投资者投资于本基金前请认真阅读证券交易所和登记结算机构关于 ETF 的相关业务规则及其不时的更新，确保具备相关专业知识、清楚了解相关规则流程后方可参与本基金的认购、申购、赎回及交易。投资者一旦认购、申购或赎回本基金，即表示对基金认购、申购和赎回所涉及的登记方式以及申购赎回所涉及现金替代、现金差额等相关的交收方式及业务规则已经认可。 8、基金管理,PASS,fund_specific_explicit,T+1清算；T+3交收,T 日后的三个港股通交易日内，基金管理人将成份证券的应退款或补款与相关申购赎回代理券商办理交收，当交收期间出现港股通交易日为非港股通交收日时 ，款项交收日期顺延,T 日内卖出组合证券中被替代的成份证券,PENDING,"https://fund.eastmoney.com/gonggao/520850,AN202512091796741086.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520850/520850_招募说明书_20251209.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520850/520850_招募说明书_20251209.txt,东财暂未找到更新招募书，继续监测
97,513620,SH,银华中证港股通医疗主题ETF,,2026-04-08,,2026-09-09,49,必须,NO,initial_only,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日内,T+2 日,T 日后的5 个工作日内,T 日,代收代付,自有效赎回申请之日起 10 个开放日内,PASS,fund_document,的规则执行，并依照《信息披露办法》的有关规定在规定媒介上公告。 本基金申购业务采用实时逐笔全额结算（Real Time Gross Settlement，简称 RTGS）模式；赎回业务涉及的现金替代采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款采用代收代付处理。 1）申购的清算交收投资者 T 日申购后，如交易记录已勾单且申购资金足额的，登记机构在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的， 登记机构在T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。在 T+1 日内办理现金差额的清算，并将结果发送给申购赎回代理券商、基金管理人和基金托管人。基金管理人与申购,PENDING,risk_or_non_operational,T+1清算；T+2交收,T 日后的5 个工作日内， 基金管理人将应退款或补款与相关申购赎回代理券商办理银华中证港股通医疗主题交易型开放式指数证券投资基金招募说明书 51 交收,T 日内任意时刻代赎回投资者卖出组合证券中被替代证券的任意数量,PENDING,"https://fund.eastmoney.com/gonggao/513620,AN202604081821054986.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513620/513620_招募说明书_20260408.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513620/513620_招募说明书_20260408.txt,东财暂未找到更新招募书，继续监测；向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
98,159726,SZ,华夏恒生港股通中国内地企业高股息率ETF,2026-08-18,2026-08-18,2026-08-18,2026-09-09,51,必须,YES,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+2 日,T+3 日,T 日后的第 2 个港股通交易日后的 2 个工作日内,T 日,招募书未直接说明,T+7 日（指开放日）内,PASS,applicable_SZ_cross_border_rule,招募书未直接出现 RTGS；按适用的交易所/中国结算跨境 ETF 规则，日间 RTGS 交收，按项目口径 PASS,PENDING,risk_or_non_operational,T+3清算；T+3交收,T 日日终，基金管理人已买入的证券，依据替代金额与被替代证券的实际买入成本（包括买入价格与相关交易费用）的差额，确定基金应退还投资者或投资者应补交的款项,T 日）成份股信息内容证券代码证券简称证券数量可以现金替代保证金率申购替代金额赎回替代金额挂牌市场 X X X X X X X 以上申购赎回清单仅为示例，具体以实际公布为准,PENDING,"https://fund.eastmoney.com/gonggao/159726,AN202608171828060218.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159726/159726_更新招募说明书_20260818.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159726/159726_更新招募说明书_20260818.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单；招募书未直接写 RTGS，保留适用规则来源
99,159286,SZ,鹏华国证港股通创新药ETF,2026-07-03,2026-07-03,2026-07-03,2026-09-09,37,必须,YES,updated,T日内,T日内,日间 RTGS/实时逐笔全额；日间未完成时日终逐笔全额非担保交收,T 日,T 日,T日（T日日间完成 RTGS）；T+1日（T日日终逐笔全额非担保交收）,T+1日,T 日,T+2 日,T+3 日（指港股通交易日）内,T 日,代收代付,T 日,PASS,fund_document,与基金的申购、赎回，则应开立深圳 A 股账户。 在目前结算规则下，投资者当日申购的基金份额，清算交收完成后方可卖出和赎回， 即 T 日申购的基金份额且日间完成 RTGS（实时逐笔全额结算）交收的，T 日可卖出和赎回，而 T 日申购的基金份额且日终完成逐笔全额非担保交收的，T+1 日方可卖出和赎回。T 日竞价买入的基金份额， T 日可以卖出或赎回； T 日大宗买入的基金份额，T 日可以大宗卖出，T+1 日可以竞价卖出或赎回。由于登记机构对赎回的现金替代采取非净额结算交收模式，当投资者赎回申请被登记机构确认后，被赎回的基金份额即被记减，但此时投资者尚未收到赎回现金替代款。 基金的过往业绩并不预示其未来表现，基金管理人管理的其他基金的业绩并不构成对本基金表现的保证。 基金管理人依照恪尽,PENDING,not_found,T+?清算；T+2交收,T+3 日（指港股通交易日）内，基金管理人将应退款和补款的明细及汇总数据发送给登记机构，登记机构办理现金替代多退少补资金的清算，并将结果发送给相关申购赎回代理券商和基金托管人,T 日赎回申请，通常情况下 T 日内基金管理人根据赎回规模进行组合证券的代理卖出,PENDING,"https://fund.eastmoney.com/gonggao/159286,AN202607021826667794.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159286/159286_更新招募说明书_20260703.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159286/159286_更新招募说明书_20260703.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
100,513950,SH,富国恒生港股通高股息低波动ETF(QDII),2026-09-09,2026-09-09,2026-03-23,2026-09-09,49,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日内,T+2 日内,T+3 日（指上海证券交易所与香港联合交易所的共同交易日）内,T 日,代收代付,自有效赎回申请之日起 10 个开放日内,PASS,fund_document,由投资者自行负责。 5、根据本基金现行适用的清算交收和申赎处理规则，投资者当日申购的基金份额，清算交收完成后方可卖出和赎回，即 T 日申购的基金份额且日间完成 RTGS（实时逐笔全额结算）交收的，T 日可卖出和赎回，而 T 日申购的基金份额且日终完成逐笔全额非担保交收的，T+1 日可卖出和赎回；T 日买入的基金份额， T 日可以赎回或卖出。 6、投资有风险，投资者认购（或申购）基金时应认真阅读本招募说明书、 基金合同和基金产品资料概要等信息披露文件，全面认识本基金产品的风险收益特征和产品特性，自主判断基金的投资价值，并根据自身的投资目的、投资期限、 投资经验、资产状况等判断本基金是否和自身的风险承受能力相适；投资者应充分考虑自身的风险承受能力，理性判断市场，对认购（或申购）基金的,PENDING,not_found,T+2清算；T+2交收,T 日（指上海证券交易所和香港联合交易所的共同交易日）收盘价（需用最新汇率公允价折算为人民币，当日在证券交易所无交易的，取最近交易日的收盘价，当日无收盘价的，取最后成交价）的差额，确定基金应退还投资者或投资者应补交的款项,T 日赎回申请，在 T 日（指上海证券交易所和香港联合交易所的共同交易日）内，基金管理人根据赎回申请代投资者卖出被替代证券,PENDING,"https://fund.eastmoney.com/gonggao/513950,AN202609081829137277.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513950/513950_更新招募说明书_20260909.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513950/513950_更新招募说明书_20260909.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
101,520820,SH,汇添富恒指港股通ETF,2026-05-22,2026-05-22,2026-05-22,2026-09-09,87,必须,NO,updated,T日内,T日内,招募书未直接说明,T日,T日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1日内,T+2日内,T日（指港股通交易日）后的第3个港股通交收日后的2个工作日内,T日,代收代付,T日（指港股通交易日）后的第3个港股通交收日后的2个工作日内,PASS,fund_document,与产品风险之间的匹配检验。 根据本基金现行适用的清算交收和申赎处理规则， 投资者当日申购的基金份额，清算交收完成后方可卖出和赎回，即T日申购的基金份额且日间完成实时逐笔全额结算（Real Time Gross Settlement）交收的，T日可卖出和赎回，而T 日申购的基金份额且日终完成逐笔全额非担保交收的，T+1日方可卖出和赎回。 投资者投资于本基金前请认真阅读证券交易所和登记机构关于ETF的相关业务规则及其不时的更新，确保具备相关专业知识、清楚了解相关规则流程后方可参与本基金的申购、赎回及交易。投资者一旦认购、申购或赎回本基金，即表示对基金认购、 申购和赎回所涉及的基金份额的证券变更登记方式以及申购赎回所涉及现金替代、现金差额等相关的交收方式已经认可。 投资有风险，投资者在进行,PASS,fund_specific_explicit,T+2清算；T+2交收,T日（指港股通交易日） 在证券交易所无交易的，取最近交易日的收盘价,T日（指港股通交易日）内，基金管理人根据赎回申请代投资者卖出被替代证券,PASS,"https://fund.eastmoney.com/gonggao/520820,AN202605211822651991.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520820/520820_更新招募说明书_20260522.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520820/520820_更新招募说明书_20260522.txt,
102,159132,SZ,富国恒生生物科技ETF,2026-06-17,2026-06-17,2026-01-09,2026-09-09,31,必须,YES,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（T日日间完成 RTGS）；T+1日（T日日终逐笔全额非担保交收）,T+1日,T+1 日,T+2 日,T 日后的 5 个工作日内,T 日,代收代付,T 日后的第 4 个港股通交收日后的 1 个工作日内,PASS,fund_document,额持有人大会审议。 根据本基金现行适用的清算交收和申赎处理规则， 投资者当日申购的基金份额， 清算交收完成后方可卖出和赎回， 即T 日申购的基金份额且日间完成 RTGS （实时逐笔全额结算） 交收的，T 日可卖出和赎回， 而T 日申购的基金份额且日终完成逐笔全额非担保交收的，T+1 日方可卖出和赎回；T 日竞价买入的基金份额，T 日可以卖出或赎回；T 日大宗买入的基金份额，T 日可以大宗卖出，T+1 日可以竞价卖出或赎回。 投资有风险， 投资者认购 （或申购） 基金时应认真阅读本招募说明书、 基金合同、 基金产品资料概要等信息披露文件， 自主判断基金的投资价值， 自主做出投资决策，自行承担投资风险。基金管理人提醒投资者基金投资的“买者自负” 原则， 在投资者作出投资决策后， 基金,PENDING,not_found,T+2清算；T+2交收,T 日后的 5 个工作日内， 基金管理人将应退款或补款与相关申购赎回代理券商办理交收,T 日赎回申请，T 日内基金管理人根据赎回规模进行组合证券的代理卖出,PENDING,"https://fund.eastmoney.com/gonggao/159132,AN202606161823611084.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159132/159132_更新招募说明书_20260617.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159132/159132_更新招募说明书_20260617.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
103,159127,SZ,南方中证港股通高股息投资ETF,,2025-10-24,,2026-09-09,31,必须,YES,initial_only,T日内,T日内,日间 RTGS/实时逐笔全额；日间未完成时日终逐笔全额非担保交收,T日,T日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+2日,T+2日,T日后的第5个开放日内,T日,代收代付,T+7日（指开放日）内,PASS,fund_document,组合证券仅在境内证券交易所上市的ETF产品存在一定差异。在目前结算规则下，投资者当日申购的基金份额，清算交收完成后可卖出和赎回，即T日申购的ETF份额且日间完成RTGS（实时逐笔全额结算）交收，T日可卖出与赎回；T日申购的ETF份额日间未完成交收的，日终完成逐笔全额非担保交收，T+1日方可卖出和赎回；T日竞价买入的基金份额，T日可以卖出或赎回；T日大宗买入的基金份额，T日可以大宗卖出，T+1日可以竞价卖出或赎回。 投资人投资本基金时需具有深圳证券交易所A股账户或基金账户。其中，深圳证券交易所基金账户只能进行基金的现金认购和二级市场交易， 如投资人需要参与基金的申购、 赎回， 则应开立深圳证券交易所A股账户。 投资人在投资本基金之前，请仔细阅读本基金的招募说明书、基金产品资料概要和,PENDING,not_found,T+2清算；T+2交收,T日发生除息、收益分配等重要权益变动，则进行相应调整,T日收盘价（按照汇率折算为人民币，被替代证券当日在证券交易所无交易的，取最近交易日的收盘价,PENDING,"https://fund.eastmoney.com/gonggao/159127,AN202510231767645561.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159127/159127_招募说明书_20251024.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159127/159127_招募说明书_20251024.txt,东财暂未找到更新招募书，继续监测；向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
104,520960,SH,嘉实恒指港股通ETF,2026-01-23,2026-01-23,2026-06-24,2026-09-09,87,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日内,T+3 日内,T+3 日（指开放日）内,T 日收市后,代收代付,自有效赎回申请之日起 7 个开放日内,PASS,fund_document,关业务规则和参与各方相关协议及其不时修订的有关规定。 对于本基金的申购业务采用实时逐笔全额结算（Real Time Gross Settlement，以下简称 RTGS）模式； 赎回业务涉及的现金替代采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款采用代收代付处理。 投资者 T 日现金申购后，如交易记录已勾单且申购资金足额的，登记结算机构在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的，登记结算机构在 T 日日终根据资金嘉实恒指港股通交易型开放式指数证券投资基金更新招募说明书（2026 年 01 月 23 日更新） 是否足额办理基金份额及现金替代的清算交收；在 T+1 日内办理现金差额的清算，并将结果发送给申购赎回代理券商、基,PENDING,not_found,T+1清算；T+3交收,T 日在证券交易所无交易的，取最近交易日的收盘价,T 日赎回申请，T 日内，基金管理人根据赎回规模进行组合证券的代理卖出,PENDING,"https://fund.eastmoney.com/gonggao/520960,AN202601221818282297.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520960/520960_更新招募说明书_20260123.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520960/520960_更新招募说明书_20260123.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
105,513690,SH,博时恒生高股息ETF,2026-06-01,2026-06-01,2026-06-26,2026-09-09,50,必须,NO,updated,T日内,T+1,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日内,T+2 日内,T 日,T 日,代收代付,自有效赎回申请之日起 7 个开放日内,PASS,fund_document,赎回的清算交收与登记本基金申购赎回过程中涉及的基金份额、现金替代、现金差额及其他对价的清算交收适用相关业务规则和参与各方相关协议的有关规定。 本基金申购业务采用实时逐笔全额结算（Real Time Gross Settlement）模式；赎回业务涉及的现金替代可采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款可采用代收代付处理。 投资者 T 日申购成功后，如交易记录已勾单且申购资金足额的，登记结算机构在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的，登记结算机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。登记结算机构在 T+1 日内办理现金差额的清算，在,PENDING,not_found,T+2清算；T+2交收,T+1 日（在特殊情况下则为 T 日起的第 21 个交易日后）后的两个工作日内，基金管理人将应退款或补款与相关申购赎回代理机构办理交收,T+1 日（指开放日）无交易的， 取最近交易日的收盘价,PENDING,"https://fund.eastmoney.com/gonggao/513690,AN202605311823107576.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513690/513690_更新招募说明书_20260601.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513690/513690_更新招募说明书_20260601.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
106,513700,SH,鹏华中证港股通医药卫生综合交易ETF,2026-04-08,2026-04-08,2026-04-08,2026-09-09,49,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1 日内,T+2 日内,待人工复核,T 日,代收代付,自有效赎回申请之日起 7 个开放日内,PASS,fund_document,清算交收适用《业务规则》和参与各方相关协议的有关规定。 本基金申购业务采用实时逐笔全额结算（ Real Time Gross Settlement ，以下简称 RTGS）模式；赎回业务涉及的现金替代可采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款可采用代收代付处理。 投资者 T 日现金申购后，如交易记录已勾单且申购资金足额的，登记机构在 T 日日间实时办理基金份额及现金替代的交收； T 日日间未进行勾单确认或日间资金不足的，登记机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。基金管理人在 T+1 日内办理现金差额的清算，在 T+2 日内办理现金差额的交收。 投资者 T 日赎回成功后，正常情,PASS,fund_specific_explicit,T+2清算；T+2交收,T 日在证券交易所无交易的，取最近交易日的收盘价,T 日赎回申请，通常情况下 T 日内基金管理人根据赎回规模进行组合证券的代理卖出,PASS,"https://fund.eastmoney.com/gonggao/513700,AN202604071821047294.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513700/513700_更新招募说明书_20260408.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513700/513700_更新招募说明书_20260408.txt,
107,520520,SH,华泰柏瑞恒生消费ETF(QDII),2026-07-25,2026-07-25,2026-03-18,2026-09-09,51,必须,NO,updated,T日内,T日内,招募书未直接说明,T日,T日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+1日,T+2日,T日后的第2个港股通交收日后的第2个工作日内,T日,代收代付,T+7日（指开放日）内,PASS,fund_document,及时查询并妥善行使合法权利。 3、申购和赎回的清算交收与登记本基金申购业务采用实时逐笔全额结算（Real Time Gross Settlement，以下简称 RTGS）模式；赎回业务涉及的现金替代可采用代收代付处理；申购、赎回业务涉及的现金差额和现金替代退补款可采用代收代付处理。 （1）申购的清算交收投资者T日现金申购后，如交易记录已勾单且申购资金足额的，登记结算机构在T日日间实时办理基金份额及现金替代的交收；T日日间未进行勾单确认或日间资金不足的，登记结算机构在 T日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、申购赎回代理券商和基金托管人。基金管理人通过登记结算机构在T+1日办理现金差额的清算， 在T+2日办理现金差额的交收。 （2）赎回的,PENDING,not_found,T+2清算；T+2交收,T日（指上海证券交易所与香港交易所的共同交易日）日终，基金管理人已买入的证券，依据申购的替代金额与被替代证券的实际买入成本（包括买入价格与相关交易费用）的差额，确定基金应退还投资者或投资者应补交的款项,T日后的第2个港股通交收日后的第2个工作日内，基金管理人将应支付的赎回替代金额与相关申购赎回代理机构办理交收,PENDING,"https://fund.eastmoney.com/gonggao/520520,AN202607241827323780.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520520/520520_更新招募说明书_20260725.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520520/520520_更新招募说明书_20260725.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
108,513970,SH,景顺长城恒生消费ETF(QDII),2026-06-30,2026-06-30,2026-06-30,2026-09-09,51,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（T日日间完成 RTGS）；T+1日（T日日终逐笔全额非担保交收）,T+1日,T 日,T 日,T 日后的三个港股通交易日内,T 日,招募书未直接说明,T 日,PASS,fund_document,海证券交易所上市。根据本基金现行适用的清算交收和申赎处理规则，投资者当日申购的基金份额，清算交收完成后方可卖出和赎回，即 T 日申购的 ETF 份额且日间完成 RTGS（实时逐笔全额结算）交收，T 日可卖出与赎回，而 T 日申购的 ETF 份额且日终完成逐笔全额非担保交收的，T+1 日方可卖出和赎回；T 日买入的基金份额，T 日可以赎回或卖出。由于登记机构对现金替代采取非净额结算交收模式，当投资者赎回申请被登记机构确认后，被赎回的基金份额即被记减，但此时投资者尚未收到赎回现金替代款。投资者投资本基金时需具有证券账户， 证券账户是指上海证券交易所A 股账户或上海证券交易所证券投资基金账户。 （七） 本基金投资恒生消费指数成份股及备选成份股的资产不低于基金资产净值的 90%且不低于非,PENDING,risk_or_non_operational,T+1清算；T+1交收,T 日后的三个港股通交易日内，基金管理人将应退款或补款与相关申购赎回代理券商办理交收,T 日赎回申请，基金管理人有权在 T 日内任意时刻代投资者卖出小于等于被替代证券数量的任意数量的被替代证券,PENDING,"https://fund.eastmoney.com/gonggao/513970,AN202606291826547089.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513970/513970_更新招募说明书_20260630.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/513970/513970_更新招募说明书_20260630.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
109,159237,SZ,工银瑞信中证港股通汽车产业ETF,2025-11-28,2025-11-28,2026-01-28,2026-09-09,51,必须,YES,updated,T日内,T日内,日间 RTGS/实时逐笔全额；日间未完成时日终逐笔全额非担保交收,T日日间 RTGS/实时逐笔全额交收；日间未完成时 T日日终交收,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T+2 日,T+2 日,T+6 日（指开放日）内,T 日,代收代付,T+6 日（指开放日）内,PASS,fund_document,现金替代、现金差额及其他对价的清算交收适用深圳证券交易所、登记机构的相关规定和参与各方相关协议的有关规定。 本基金现金申购业务中的现金替代采用实时逐笔全额结算（RTGS）与日终逐笔全额非担保交收的方式处理；现金赎回业务涉及的现金替代可采用代收代付处理；现金申购、赎回业工银瑞信中证港股通汽车产业主题交易型开放式指数证券投资基金更新的招募说明书 29 务涉及的现金差额和现金替代退补款采用代收代付处理。 投资者 T 日提交的现金申购申请受理后，日间完成 RTGS 交收部分，登记机构在 T 日为该投资者办理基金份额登记以及现金替代的交收；日间未完成 RTGS 交收部分，登记机构在 T 日日终根据勾单情况及资金是否足额为投资者办理基金份额登记与现金替代的交收，并将结果发送给申购赎回代理券商,PENDING,not_found,T+2清算；T+2交收,T 日收盘价（折算为人民币，被替代证券当日在证券交易所无交易的，取最近交易日的收盘价,T 日根据赎回申请代投资者卖出被替代证券,PENDING,"https://fund.eastmoney.com/gonggao/159237,AN202511271789451975.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159237/159237_更新招募说明书_20251128.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/159237/159237_更新招募说明书_20251128.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
110,520910,SH,华夏中证港股通互联网ETF,2026-06-30,2026-06-30,2026-06-30,2026-09-09,30,必须,NO,updated,T日内,T日内,招募书未直接说明,T 日,T 日,T日（基金份额交收完成后；招募书未另行说明可卖出时点）,T+1日,T 日,T+2 日内,T 日后的第 2 个港股通交易日后的 2 个工作日内,T 日,代收代付,T 日后的第 3 个港股通交易日后的第 2 个工作日内,PASS,fund_document,适用相关业务规则和参与各方相关协议及其不时修订的有关规定。 本基金申购业务采用实时逐笔全额结算（Real Time Gross Settlement，以下简称 RTGS） 模式； 赎回业务涉及的现金替代可采用代收代付处理； 申购、 赎回业务涉及的现金差额和现金替代退补款可采用代收代付处理。 1）申购的清算交收投资者 T 日现金申购后，如交易记录已勾单且申购资金足额的，登记机构在 T 日日间实时办理基金份额及现金替代的交收；T 日日间未进行勾单确认或日间资金不足的， 登记机构在 T 日日终根据资金是否足额办理基金份额及现金替代的清算交收，并将结果发送给基金管理人、 申购赎回代理机构和基金托管人。 基金管理人在T+2 日内办理现金差额的交收。 2）赎回的清算交收投资者 T 日赎回申请,PENDING,risk_or_non_operational,T+1清算；T+2交收,T 日在证券交易所无交易的，取最近交易日的收盘价,T 日内， 基金管理人根据赎回规模进行被替代证券的代理卖出,PENDING,"https://fund.eastmoney.com/gonggao/520910,AN202606291826547094.html",/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520910/520910_更新招募说明书_20260630.pdf,/Users/ellis/工具程序开发/港股通逐标的分析/临时数据/520910/520910_更新招募说明书_20260630.txt,向基金管理人/托管运营确认同日申赎是否按证券维度净额下单
